Date,Price,Open,High,Low,
11/04/22,2363.33,2322.81,2365.88,2322.81,
11/03/22,2330.06,2302.89,2333.75,2302.89,
11/02/22,2320.44,2304.89,2324.86,2292.04,
11/01/22,2306.17,2353.8,2359.68,2286.34,
10/31/2022,2324.22,2310.96,2334.2,2309.22,
10/28/2022,2302.75,2245.37,2310.05,2242.77,
10/27/2022,2233.56,2238.94,2249.88,2218.15,
10/25/2022,2226.04,2277.23,2277.36,2222.12,
10/24/2022,2260.54,2246.69,2279.96,2241.08,
10/21/2022,2253.48,2285.43,2294.09,2248.97,
10/20/2022,2279.87,2259.04,2296.37,2259.04,
10/19/2022,2275.86,2235.43,2303.66,2226.08,
10/18/2022,2233.97,2206.12,2245.32,2206.12,
10/17/2022,2197,2146.59,2200.42,2136.47,
10/14/2022,2161.45,2198.83,2202.52,2159.04,
10/13/2022,2173.17,2165.83,2182.6,2152.33,
10/12/22,2165.14,2146.82,2170.38,2138.25,
10/11/22,2148.92,2198.14,2198.83,2143.22,
10/10/22,2193.13,2196.14,2204.02,2176.95,
10/07/22,2218.2,2204.3,2227.91,2200.51,
10/06/22,2208.54,2220.71,2233.47,2204.66,
10/04/22,2199.78,2186.47,2204.21,2179.09,
10/03/22,2164.46,2185.15,2203.34,2154.61,
09/30/2022,2167.56,2113.14,2188.94,2110.4,
09/29/2022,2119.79,2149.6,2158.49,2109.08,
09/28/2022,2125.99,2156.07,2168.2,2122.11,
09/27/2022,2183.69,2183.33,2211.36,2151.56,
09/26/2022,2167.38,2191.53,2203.98,2165.55,
09/23/2022,2223.76,2265.83,2274.54,2219.98,
09/22/2022,2266.2,2263.46,2281.47,2254.03,
09/21/2022,2287.48,2280.74,2310.05,2275.13,
09/20/2022,2280.92,2301.84,2312.96,2275.27,
09/19/2022,2281.19,2278.32,2299.01,2262.28,
09/16/2022,2278.41,2323.72,2327.91,2271.07,
09/15/2022,2335.34,2357.45,2372.31,2331.01,
09/14/2022,2359.09,2338.31,2378.87,2338.31,
09/13/2022,2388.58,2383.89,2396.24,2371.12,
09/12/22,2368.02,2346.24,2380.6,2344.69,
09/09/22,2341.59,2376.18,2376.46,2338.31,
09/08/22,2356.72,2361.1,2367.48,2343.78,
09/07/22,2353.03,2351.71,2365.2,2342,
09/06/22,2366.02,2342.5,2375.23,2342.5,
09/05/22,2343.09,2306.4,2352.89,2306.4,
09/02/22,2306.22,2338.31,2346.51,2301.84,
09/01/22,2333.93,2360.28,2375.64,2326.45,
08/30/2022,2405.86,2389.99,2412.1,2349.38,
08/29/2022,2367.29,2342.86,2418.8,2342.86,
08/26/2022,2387.3,2404.85,2413.88,2377.5,
08/25/2022,2398.02,2416.7,2427.01,2390.27,
08/24/2022,2405.81,2404.31,2432.66,2403.03,
08/23/2022,2413.51,2357.45,2417.62,2357.45,
08/22/2022,2376.32,2384.8,2398.06,2357.63,
08/19/2022,2382.61,2419.49,2425.82,2375.04,
08/18/2022,2425.5,2428.05,2432.66,2406.9,
08/17/2022,2428.97,2425.41,2440.95,2421.26,
08/16/2022,2416.29,2415.61,2421.81,2395.56,
08/12/22,2399.98,2357.68,2407.59,2353.89,
08/11/22,2361.28,2370.21,2383.89,2352.71,
08/10/22,2353.76,2344.69,2361.05,2331.92,
08/08/22,2339.95,2310.96,2355.17,2307.9,
08/05/22,2310,2349.24,2350.16,2304.12,
08/04/22,2344.14,2384.8,2386.3,2310.96,
08/03/22,2375.5,2367.89,2379.33,2340.63,
08/02/22,2354.81,2345.42,2376.14,2334.25,
08/01/22,2347.51,2290.9,2358.36,2286.3,
07/29/2022,2287.03,2251.7,2294.55,2245.78,
07/28/2022,2240.08,2219.79,2248.97,2207.12,
07/27/2022,2205.44,2205.57,2212.5,2189.71,
07/26/2022,2206.58,2209.58,2228.04,2199.24,
07/25/2022,2206.26,2250.79,2250.79,2191.49,
07/22/2022,2281.69,2279.05,2294.37,2274.49,
07/21/2022,2267.56,2277.23,2277.82,2249.88,
07/20/2022,2280.33,2310.96,2320.12,2265.88,
07/19/2022,2225.45,2197.92,2230.73,2188.57,
07/18/2022,2208.08,2206.17,2210.68,2181.96,
07/15/2022,2189.3,2206.12,2206.12,2172.94,
07/14/2022,2185.11,2178.5,2219.34,2167.38,
07/13/2022,2167.19,2214.32,2218.84,2163.27,
07/12/22,2206.26,2197.92,2223.44,2191.44,
07/11/22,2209.04,2169.66,2213.41,2160.81,
07/08/22,2180.14,2201.47,2202.34,2172.39,
07/07/22,2176.63,2210.5,2218.79,2165.14,
07/06/22,2198.78,2210.72,2225.4,2176.4,
07/05/22,2218.15,2210.63,2246.82,2203.93,
07/04/22,2200.61,2177.68,2226.04,2157.8,
07/01/22,2196.05,2351.98,2362.6,2155.98,
06/30/2022,2364.79,2348.33,2384.62,2340.4,
06/29/2022,2351.11,2283.02,2367.34,2279.96,
06/28/2022,2305.49,2262.78,2310.96,2262.78,
06/27/2022,2271.71,2323.72,2323.72,2262.64,
06/24/2022,2279.73,2269.93,2289.03,2250.11,
06/23/2022,2246.78,2297.28,2301.75,2229.82,
06/22/2022,2283.79,2336.48,2336.48,2279.96,
06/21/2022,2356.13,2326.82,2363.56,2305.49,
06/20/2022,2318.07,2376.59,2386.71,2298.29,
06/17/2022,2360.46,2308.22,2392.5,2308.22,
06/16/2022,2333.02,2390.27,2423.63,2329.14,
06/15/2022,2366.84,2379.33,2404.31,2356.63,
06/14/2022,2395.14,2418.53,2434.16,2382.84,
06/13/2022,2427.46,2419.26,2437.03,2385.16,
06/10/22,2474.14,2529.15,2543.47,2462.83,
06/09/22,2551.26,2469.58,2554.36,2469.58,
06/08/22,2483.53,2529.93,2536.22,2475.6,
06/07/22,2527.47,2519.72,2544.33,2510.6,
06/06/22,2522.36,2534.85,2565.07,2508.37,
06/03/22,2533.85,2504.17,2567.44,2497.84,
06/02/22,2483.71,2411.23,2490.55,2402.71,
06/01/22,2399.57,2399.7,2420.31,2384.89,
05/31/2022,2401.12,2412.15,2442,2384.66,
05/30/2022,2428.33,2388.26,2436.76,2365.52,
05/27/2022,2347.6,2367.43,2375.27,2314.92,
05/26/2022,2358.77,2386.62,2401.12,2322.53,
05/25/2022,2380.38,2399.7,2421.08,2371.9,
05/24/2022,2384.8,2392.09,2404.67,2368.39,
05/23/2022,2375.64,2397.56,2419.21,2363.79,
05/20/2022,2390.4,2292.72,2409.41,2281.78,
05/19/2022,2260.09,2251.7,2289.08,2248.47,
05/18/2022,2314.42,2314.6,2342.86,2286.62,
05/17/2022,2307.04,2227.09,2315.88,2219.79,
05/16/2022,2212.87,2217.06,2261.5,2202.88,
05/13/2022,2213.46,2217.06,2258.99,2202.52,
05/12/22,2188.75,2205.21,2224.35,2160.54,
05/11/22,2233.24,2259.63,2265.42,2207.85,
05/10/22,2254.66,2278.14,2302.07,2241.67,
05/09/22,2294.68,2347.42,2367.66,2285.52,
05/06/22,2389.49,2407.36,2424.5,2365.29,
05/05/22,2407.36,2480.52,2488.4,2399.38,
05/04/22,2455.13,2538.86,2539,2439.31,
05/02/22,2534.8,2511.97,2557.09,2511.97,
04/29/2022,2544.15,2602.68,2602.68,2532.07,
04/28/2022,2570.04,2566.21,2598.12,2540.05,
04/27/2022,2532.39,2515.8,2577.24,2513.34,
04/26/2022,2530.38,2468.67,2548.57,2468.67,
04/25/2022,2456.68,2497.34,2514.57,2428.92,
04/22/2022,2514.66,2520.67,2553.13,2501.35,
04/21/2022,2536.26,2515.16,2542.33,2492.05,
04/20/2022,2478.15,2421.03,2492.05,2415.79,
04/19/2022,2405.26,2328.37,2431.29,2325.63,
04/18/2022,2319.3,2306.63,2332.88,2299.65,
04/13/2022,2326.86,2349.24,2363.74,2320.98,
04/12/22,2333.88,2359.27,2372.4,2330.1,
04/11/22,2379.15,2369.3,2404.85,2354.4,
04/08/22,2385.48,2336.48,2393,2336.12,
04/07/22,2344.46,2369.76,2373.17,2340.13,
04/06/22,2387.85,2359.87,2401.25,2359.82,
04/05/22,2393.37,2420.35,2432.98,2389.49,
04/04/22,2427.69,2422.17,2438.58,2410.55,
04/01/22,2419.85,2407.86,2429.28,2390.72,
03/31/2022,2401.16,2436.76,2436.76,2396.56,
03/30/2022,2436.76,2404.76,2450.43,2386.39,
03/29/2022,2390.4,2403.94,2403.94,2377.69,
03/28/2022,2389.95,2380.24,2396.79,2358.27,
03/25/2022,2367.2,2350.07,2383.89,2349.24,
03/24/2022,2350.07,2292.72,2355.17,2290.04,
