Date,Price,Open,High,Low,
12/16/2020,3102.1,3114.64,3129.47,3089.66,
12/15/2020,3096.98,3067.32,3119.52,3065.88,
12/14/2020,3098.27,3198.13,3198.13,3089.66,
12/11/20,3169.57,3184.2,3223.5,3153.35,
12/10/20,3178.52,3164.29,3191.91,3150.36,
12/09/20,3174.94,3159.27,3188.18,3140.56,
12/08/20,3152.3,3159.32,3188.97,3139.07,
12/07/20,3158.37,3164.2,3202.06,3120.11,
12/04/20,3164.74,3135.44,3186.19,3134.44,
12/03/20,3124.34,3140.41,3151.36,3110.06,
12/02/20,3110.76,3097.63,3161.41,3075.73,
12/01/20,3094.89,3104.59,3114.44,3059.86,
11/27/2020,3093.5,3033.94,3103.15,3017.02,
11/26/2020,3009.61,2993.14,3034.59,2961.4,
11/25/2020,2993.89,3064.29,3079.56,2986.18,
11/24/2020,3058.97,3040.91,3094.29,3026.63,
11/23/2020,3044.64,3009.66,3058.82,2967.27,
11/20/2020,2983.84,2984.19,3004.04,2951,
11/19/2020,2973.74,3014.04,3121.26,2960.46,
11/18/2020,2968.27,3026.83,3033.89,2929.16,
11/17/2020,3016.33,3130.86,3132.45,2986.18,
11/13/2020,3113.45,3073.74,3119.42,3055.93,
11/12/20,3070.56,3044.89,3084.69,3022,
11/11/20,3045.04,2965.28,3059.81,2938.61,
11/10/20,2936.67,2972.25,2972.25,2908.51,
11/09/20,2939.66,2955.33,2974.24,2915.53,
11/06/20,2930.9,2928.47,2968.27,2910.75,
11/05/20,2929.81,2975.23,2981.1,2912.34,
11/04/20,2953.34,2925.48,2963.29,2895.73,
11/03/20,2922.89,2845.87,2934.88,2832.94,
11/02/20,2821.65,2873.74,2873.74,2798.11,
10/30/2020,2785.97,2899.51,2914.04,2773.24,
10/29/2020,2879.71,2920.5,2947.72,2870.75,
10/28/2020,2931.65,2980.21,3020.01,2915.88,
10/27/2020,2897.57,2910.55,2963.19,2841.45,
10/26/2020,2883.64,3104.59,3104.59,2860.8,
10/23/2020,3095.69,3084.69,3137.38,3074.64,
10/22/2020,3066.28,3161.21,3161.21,3047.27,
10/21/2020,3162.65,3233.95,3263.8,3116.68,
10/20/2020,3221.61,3232.95,3276.24,3214.5,
10/19/2020,3232.66,3335.49,3341.91,3214.59,
10/16/2020,3329.92,3298.63,3378.13,3284.7,
10/15/2020,3297.93,3295.64,3362.86,3273.85,
10/14/2020,3294.45,3286.69,3316.49,3253.85,
10/13/2020,3271.81,3267.28,3286.69,3240.12,
