Date,Price,Open,High,Low,
01/17/2022,224.6,222.6,225.6,221.35,
01/14/2022,222.6,223.95,224.8,222.3,
01/13/2022,223.95,223.9,225.8,222.75,
01/12/22,222.75,222.5,223.65,221.6,
01/11/22,221.95,223.35,224.25,221.2,
01/10/22,223.3,219.9,224.7,218.9,
01/07/22,218.4,219.8,220.65,217.5,
01/06/22,218.7,219,220.4,218.2,
01/05/22,220.55,219.65,221.5,218.65,
01/04/22,220.25,219.5,221.7,219.05,
01/03/22,219.1,218.05,219.85,217.05,
12/31/2021,218.05,216.9,218.8,216.15,
12/30/2021,216,216.6,217.9,215.5,
12/29/2021,216.75,220,220.3,216.3,
12/28/2021,220.05,218,220.6,218,
12/27/2021,217.55,218.4,218.45,215.65,
12/24/2021,218,218,220.45,216.45,
12/23/2021,217.3,213.9,218.45,213.2,
12/22/2021,212,214,214.2,211.1,
12/21/2021,212.5,214,215.45,211.05,
12/20/2021,212.4,216.25,216.25,209.8,
12/17/2021,217.95,222.8,222.85,216.75,
12/16/2021,222.9,226,226.15,220.8,
12/15/2021,224.05,230,232.2,223.4,
12/14/2021,228.6,235,237.1,227.55,
12/13/2021,234.6,238,238.75,234.15,
12/10/21,236.1,236.2,238.95,233.75,
12/09/21,235.4,223,236.45,223,
12/08/21,224.95,221,225.65,221,
12/07/21,220.65,218.9,221.95,218.1,
12/06/21,217.9,221.65,222.2,217.5,
12/03/21,221.65,225,226.2,221.35,
12/02/21,225.45,221.9,226.15,221.3,
12/01/21,221.9,222,223.3,220.6,
11/30/2021,221.15,222,225.2,220,
11/29/2021,221.5,222,223.65,220.2,
11/26/2021,224,228.9,230.05,223.1,
11/25/2021,231.3,227,232.2,225.75,
11/24/2021,227.7,232.45,232.7,226.95,
11/23/2021,231.6,229.15,232.7,229.15,
11/22/2021,230.9,237.9,240.75,229.55,
11/18/2021,237.5,240,243,236.3,
11/17/2021,239.5,236,245.25,235.65,
11/16/2021,235.45,239.05,239.65,235,
11/15/2021,238.1,233.95,239,233.1,
11/12/21,232.9,231.2,233.95,229.15,
11/11/21,230,230.4,231.5,228.55,
11/10/21,230.85,227.45,232.85,227.2,
11/09/21,228.75,229.85,230.9,227.85,
11/08/21,229.8,229.7,230.7,225.7,
11/04/21,226.55,224.85,227.3,224,
11/03/21,222.45,226,226.85,221.7,
11/02/21,225.6,228,229.25,224.5,
11/01/21,226.85,224.15,227.55,222.5,
10/29/2021,223.2,225,228.25,222.3,
10/28/2021,225.1,235.1,235.95,224.15,
10/27/2021,238.45,240.25,241.3,236.2,
10/26/2021,236.7,234.1,239,232.6,
10/25/2021,233.4,234.1,236.65,230.5,
10/22/2021,236.6,244.7,245.8,233.7,
10/21/2021,244.7,248,248.35,243.1,
10/20/2021,246.6,245.95,248.5,242.35,
10/19/2021,245.95,261.4,262.55,245.05,
10/18/2021,262.55,261,265.3,257.35,
10/14/2021,256.55,253.25,261.85,250.35,
10/13/2021,249.2,242.55,250.9,240.15,
10/12/21,241.3,238.6,243,238,
10/11/21,238.05,232,239.5,231.7,
10/08/21,231.7,234.75,234.8,231.2,
10/07/21,232.95,233,234.95,232.3,
10/06/21,231.25,234.8,236.4,230.6,
10/05/21,234.7,236.4,237.45,234.5,
10/04/21,236.6,236,238.35,235.4,
10/01/21,235.35,235.2,237,232.9,
09/30/2021,236.15,239.9,240.4,235.25,
09/29/2021,238.1,236,241.4,235.7,
09/28/2021,237.75,239.85,241.6,236.3,
09/27/2021,238.7,239.8,241.85,235.5,
09/24/2021,238.45,244,244,237.7,
09/23/2021,242.5,245,245.6,241.7,
09/22/2021,243.5,243.5,245.8,240.7,
09/21/2021,241.5,234.95,242.45,231.7,
09/20/2021,233.75,231,239.35,230.25,
09/17/2021,231.15,233,237.3,229.1,
09/16/2021,230.75,216.95,233.65,216.3,
09/15/2021,216,217.1,217.2,215.3,
09/14/2021,216.1,214.9,217.25,214.2,
09/13/2021,214.15,213.35,215.15,211.8,
09/09/21,212.65,211.05,213.9,210.55,
09/08/21,211.25,212.25,213,209.7,
09/07/21,211.75,210.9,214.35,210.15,
09/06/21,209.3,211,211.2,209.05,
09/03/21,210.6,209.75,211.25,209.75,
09/02/21,209.75,209,211.5,209,
09/01/21,209.5,211,212.3,209.3,
08/31/2021,211.3,208.05,211.6,207.25,
08/30/2021,208,206,208.2,206,
08/27/2021,205.9,205,206.85,204.9,
08/26/2021,204.6,206.4,206.85,204.35,
08/25/2021,206.4,206.4,207.9,206,
08/24/2021,205.75,207,207,204.7,
08/23/2021,206.3,209.5,210.2,206,
08/20/2021,208.9,207,210.7,206.7,
08/18/2021,208.95,209.6,211.5,208.35,
08/17/2021,209.2,210.8,211.5,208.8,
08/16/2021,210.9,211.4,213.25,210.5,
08/13/2021,211.45,209.85,212.3,209.2,
08/12/21,208.9,210.25,214.2,208.35,
08/11/21,208.65,209.85,210.6,207.45,
08/10/21,209.85,214,214.45,208.55,
08/09/21,213.8,215,217.15,212.7,
08/06/21,214.25,215.4,216,212.6,
08/05/21,215.25,208.6,216.75,206.9,
08/04/21,208.6,210.9,211.1,208.1,
08/03/21,209.9,207.5,210.9,206.45,
08/02/21,207.3,206.45,207.5,205.45,
07/30/2021,204.95,206.1,207.1,204.6,
07/29/2021,206.05,209.1,210.2,205.65,
07/28/2021,209.1,208.3,210,207.45,
07/27/2021,208.65,212,213,207.95,
07/26/2021,211.15,214,215.35,210.8,
07/23/2021,212.4,207,213.6,206.5,
07/22/2021,207,207,208.25,205.85,
07/20/2021,206.8,208.2,209.3,206.4,
07/19/2021,207.75,206.8,209.5,206.35,
07/16/2021,207.9,207.7,209.65,207.2,
07/15/2021,206.25,204.4,208.5,202.9,
07/14/2021,204.1,201.85,205.15,201.7,
07/13/2021,201.85,202,202.2,201.35,
07/12/21,201.1,202,202.55,200.95,
07/09/21,201.35,202,202.35,200.9,
07/08/21,202,203.5,204.5,201.8,
07/07/21,203.75,202.5,205.2,202.3,
07/06/21,202.5,203.25,203.8,202.25,
07/05/21,203.65,203,204.1,202.7,
07/02/21,202.4,203.3,203.7,202.25,
07/01/21,203,202.9,203.8,202.15,
06/30/2021,202.7,204.3,204.4,202.55,
06/29/2021,203.3,203.6,205.3,203.15,
06/28/2021,203.6,205.9,205.9,203.35,
06/25/2021,205.05,204,205.6,203.75,
06/24/2021,203.25,204.45,204.65,202.55,
06/23/2021,203.95,205.65,205.85,203.6,
06/22/2021,205.1,206.1,206.25,204.35,
06/21/2021,204.45,203.1,206,202.4,
06/18/2021,204.55,206,206.45,202.5,
06/17/2021,205.65,206.95,208,205,
06/16/2021,207.85,207.05,209.35,207.05,
06/15/2021,207.05,207.55,208.4,207,
06/14/2021,207.3,207.95,208.45,205.2,
06/11/21,207.9,210.3,210.45,207.75,
06/10/21,209.3,208.7,211.4,207.5,
06/09/21,212.5,214,214.75,211.5,
