Date,Asian_Paints,Axis_Bank,Bajaj_Finance,DRL,ICICI_Bank,Induslnd_Bank,Nestle_India,Reliance_Industries,Sun_Pharma,Titan_Company,Ambuja_Cements,Bosch,Dixon_Tech,Havells_India,InfoEdge_India,InterGlobe_Aviation,Oracle,Procter_and_Gamble,Siemens_Ltd,Tube_Invest_India,BSE Index
2021-02-16,2510.05,734.5,5478.85,4821.1,632.4,1022.15,1716.77,1800.68,627.05,1563.3,271.9,16184.65,3745.69,1136.55,5119.65,1623.65,3197.8,12397.17,1859.9,921.4,51309.39
2021-02-23,2389.2,777.45,5703.9,4601.65,657.0,1032.6,1673.99,1898.68,621.2,1460.9,286.65,15698.59,3838.19,1194.5,4916.7,1610.05,3090.55,13080.2,1870.25,1028.5,51703.83
2021-03-02,2368.8,748.75,5553.0,4441.5,641.4,1070.2,1635.17,1883.0,602.55,1447.7,268.4,14874.65,3971.34,1146.05,4936.55,1621.0,3037.6,12842.52,1903.1,1071.8,50781.69
2021-03-09,2402.25,753.65,5544.95,4500.8,631.85,1100.05,1669.48,2006.79,624.15,1474.35,282.1,15153.49,3855.38,1163.95,5050.7,1782.6,3228.15,12835.44,1916.5,1135.9,51444.65
2021-03-16,2431.9,760.45,5541.15,4498.65,625.75,1039.45,1693.67,1988.88,626.0,1471.25,292.0,14905.56,4020.75,1120.3,4869.8,1684.55,3201.55,12884.95,1905.1,1206.05,51279.51
2021-03-23,2422.65,727.85,5358.7,4356.85,589.25,1009.05,1645.81,1873.52,585.2,1472.65,280.85,14534.59,4014.99,1061.8,4761.7,1695.55,3206.9,12729.96,1820.75,1170.75,49801.62
2021-03-30,2444.2,706.45,5269.85,4351.05,567.45,959.65,1645.26,1866.36,584.9,1487.8,303.8,13931.29,3676.4,1028.95,4682.6,1734.25,3193.4,12857.4,1805.15,1106.25,49180.31
2021-04-06,2536.75,697.5,5148.9,4515.6,581.25,954.0,1717.03,1826.16,597.6,1557.4,308.85,14002.4,3672.15,1050.4,4280.55,1631.95,3198.95,12540.84,1844.0,1193.35,49509.15
2021-04-13,2627.65,688.15,5076.75,4690.25,577.55,945.45,1742.07,1825.79,620.8,1513.95,308.65,14475.9,3613.9,1058.3,4691.4,1599.65,3317.15,12756.46,1790.85,1170.65,49661.76
2021-04-20,2586.45,668.8,4660.25,4842.45,575.5,858.3,1687.19,1772.1,632.95,1537.4,295.2,13564.29,3497.1,1010.2,4580.5,1609.85,3283.1,13464.02,1816.65,1102.7,48803.68
2021-04-27,2509.55,658.85,4691.7,5199.7,579.15,835.75,1677.87,1737.59,640.25,1480.9,295.6,13427.83,3940.3,1004.6,4827.55,1541.3,3279.65,13462.59,1801.05,1122.45,48080.67
2021-05-04,2616.0,707.85,5279.15,5043.4,621.1,927.05,1662.2,1819.64,643.1,1508.25,308.85,13748.56,4172.85,1019.85,5020.85,1647.55,3553.25,13256.46,1870.45,1205.1,49733.84
2021-05-11,2567.65,717.15,5517.0,5160.6,602.65,931.35,1655.02,1750.08,683.3,1427.65,311.45,13262.1,4118.2,997.2,4838.8,1649.35,3544.8,13411.25,1836.45,1247.35,48677.55
2021-05-18,2556.1,691.3,5357.15,5302.0,594.95,917.25,1671.38,1744.43,702.65,1454.8,309.05,14207.35,3955.3,1007.85,4354.65,1680.9,3697.35,13654.25,2003.8,1220.45,48690.8
