Symbol,Date,Expiry,Strike Price,Stock Price,Call Price,Put Price
AMBUJACEM,28-Dec-22,23-Feb-23,525,518.4,67.2,25.75
AMBUJACEM,28-Dec-22,23-Feb-23,600,518.4,31.95,64.3
AMBUJACEM,28-Dec-22,23-Feb-23,665,518.4,15.1,111.35
AMBUJACEM,28-Dec-22,23-Feb-23,675,518.4,13.35,119.45
AMBUJACEM,28-Dec-22,23-Feb-23,515,518.4,73.35,22.1
AMBUJACEM,28-Dec-22,23-Feb-23,505,518.4,79.9,18.8
AMBUJACEM,28-Dec-22,23-Feb-23,450,518.4,121.6,6.4
AMBUJACEM,28-Dec-22,23-Feb-23,655,518.4,17.05,103.5
AMBUJACEM,28-Dec-22,23-Feb-23,495,518.4,86.8,15.85
AMBUJACEM,28-Dec-22,23-Feb-23,455,518.4,117.45,7.15
AMBUJACEM,28-Dec-22,23-Feb-23,560,518.4,48.35,41.35
AMBUJACEM,28-Dec-22,23-Feb-23,575,518.4,41.6,49.35
AMBUJACEM,28-Dec-22,23-Feb-23,590,518.4,35.55,58.1
AMBUJACEM,28-Dec-22,23-Feb-23,425,518.4,143.25,3.45
AMBUJACEM,28-Dec-22,23-Feb-23,585,518.4,37.5,55.1
AMBUJACEM,28-Dec-22,23-Feb-23,635,518.4,21.55,88.35
AMBUJACEM,28-Dec-22,23-Feb-23,625,518.4,24.2,81.15
AMBUJACEM,28-Dec-22,23-Feb-23,545,518.4,55.9,34.15
AMBUJACEM,28-Dec-22,23-Feb-23,510,518.4,76.6,20.4
AMBUJACEM,28-Dec-22,23-Feb-23,620,518.4,25.6,77.6
AMBUJACEM,28-Dec-22,23-Feb-23,580,518.4,39.5,52.15
AMBUJACEM,28-Dec-22,23-Feb-23,490,518.4,90.35,14.5
AMBUJACEM,28-Dec-22,23-Feb-23,565,518.4,46,43.95
AMBUJACEM,28-Dec-22,23-Feb-23,480,518.4,97.7,12
AMBUJACEM,28-Dec-22,23-Feb-23,500,518.4,83.3,17.3
AMBUJACEM,28-Dec-22,23-Feb-23,460,518.4,113.35,8
AMBUJACEM,28-Dec-22,23-Feb-23,485,518.4,94,13.2
AMBUJACEM,28-Dec-22,23-Feb-23,610,518.4,28.65,70.8
AMBUJACEM,28-Dec-22,23-Feb-23,445,518.4,125.8,5.7
AMBUJACEM,28-Dec-22,23-Feb-23,410,518.4,156.8,2.25
AMBUJACEM,28-Dec-22,23-Feb-23,640,518.4,20.35,92.05
AMBUJACEM,28-Dec-22,23-Feb-23,420,518.4,147.7,3
AMBUJACEM,28-Dec-22,23-Feb-23,540,518.4,58.6,31.9
AMBUJACEM,28-Dec-22,23-Feb-23,405,518.4,161.4,1.95
AMBUJACEM,28-Dec-22,23-Feb-23,530,518.4,64.25,27.7
AMBUJACEM,28-Dec-22,23-Feb-23,595,518.4,33.7,61.15
AMBUJACEM,28-Dec-22,23-Feb-23,650,518.4,18.1,99.65
AMBUJACEM,28-Dec-22,23-Feb-23,615,518.4,27.1,74.2
AMBUJACEM,28-Dec-22,23-Feb-23,520,518.4,70.25,23.9
AMBUJACEM,28-Dec-22,23-Feb-23,470,518.4,105.4,9.85
AMBUJACEM,28-Dec-22,23-Feb-23,570,518.4,43.75,46.6
AMBUJACEM,28-Dec-22,23-Feb-23,435,518.4,134.4,4.45
AMBUJACEM,28-Dec-22,23-Feb-23,465,518.4,109.35,8.9
AMBUJACEM,29-Dec-22,29-Dec-22,315,522.75,196.35,0.25
AMBUJACEM,29-Dec-22,29-Dec-22,355,522.75,157.9,1.2
AMBUJACEM,29-Dec-22,29-Dec-22,500,522.75,18.85,0.05
AMBUJACEM,29-Dec-22,29-Dec-22,595,522.75,0.05,88.7
AMBUJACEM,29-Dec-22,29-Dec-22,600,522.75,0.05,80.25
AMBUJACEM,29-Dec-22,29-Dec-22,670,522.75,0.05,153
AMBUJACEM,29-Dec-22,29-Dec-22,645,522.75,0.05,136.7
AMBUJACEM,29-Dec-22,29-Dec-22,330,522.75,181.8,0.45
AMBUJACEM,29-Dec-22,29-Dec-22,515,522.75,4.75,0.5
AMBUJACEM,29-Dec-22,29-Dec-22,505,522.75,10.1,0.1
AMBUJACEM,29-Dec-22,29-Dec-22,520,522.75,1.2,0.6
AMBUJACEM,29-Dec-22,29-Dec-22,360,522.75,153.2,1.45
AMBUJACEM,29-Dec-22,29-Dec-22,605,522.75,0.05,43.35
AMBUJACEM,29-Dec-22,29-Dec-22,485,522.75,40.95,0.05
AMBUJACEM,29-Dec-22,29-Dec-22,385,522.75,130.3,3.15
AMBUJACEM,29-Dec-22,29-Dec-22,565,522.75,0.05,49
AMBUJACEM,29-Dec-22,29-Dec-22,290,522.75,220.8,0.1
AMBUJACEM,29-Dec-22,29-Dec-22,375,522.75,139.35,2.35
AMBUJACEM,29-Dec-22,29-Dec-22,530,522.75,0.1,10.55
AMBUJACEM,29-Dec-22,29-Dec-22,350,522.75,162.6,1
AMBUJACEM,29-Dec-22,29-Dec-22,400,522.75,117.2,0.05
AMBUJACEM,29-Dec-22,29-Dec-22,430,522.75,92.75,0.05
AMBUJACEM,29-Dec-22,29-Dec-22,300,522.75,211,0.1
AMBUJACEM,29-Dec-22,29-Dec-22,615,522.75,0.1,33
AMBUJACEM,29-Dec-22,29-Dec-22,570,522.75,0.05,49.15
AMBUJACEM,29-Dec-22,29-Dec-22,325,522.75,186.6,0.35
AMBUJACEM,29-Dec-22,29-Dec-22,535,522.75,0.1,17.15
AMBUJACEM,29-Dec-22,29-Dec-22,655,522.75,0.05,145.5
AMBUJACEM,29-Dec-22,29-Dec-22,395,522.75,121.5,4.2
AMBUJACEM,29-Dec-22,29-Dec-22,380,522.75,134.8,2.75
AMBUJACEM,29-Dec-22,29-Dec-22,525,522.75,0.4,4.5
AMBUJACEM,29-Dec-22,29-Dec-22,370,522.75,143.9,2
AMBUJACEM,29-Dec-22,29-Dec-22,555,522.75,0.05,33.45
AMBUJACEM,29-Dec-22,29-Dec-22,425,522.75,96.65,0.2
AMBUJACEM,29-Dec-22,29-Dec-22,435,522.75,88.95,11.05
AMBUJACEM,29-Dec-22,29-Dec-22,410,522.75,108.75,0.25
AMBUJACEM,29-Dec-22,29-Dec-22,335,522.75,176.95,0.55
AMBUJACEM,29-Dec-22,29-Dec-22,580,522.75,0.05,61.05
AMBUJACEM,29-Dec-22,29-Dec-22,460,522.75,71.25,0.05
AMBUJACEM,29-Dec-22,29-Dec-22,550,522.75,0.05,31.55
AMBUJACEM,29-Dec-22,29-Dec-22,310,522.75,201.2,0.2
