Date,NIFTY,AXISBANK.NS,BAJAJ-AUTO.NS,BAJAJFINSV.NS,BAJFINANCE.NS,BRITANNIA.NS,COALINDIA.NS,HDFCBANK.NS,HEROMOTOCO.NS,HINDUNILVR.NS,ICICIBANK.NS,INFY.NS,ITC.NS,KOTAKBANK.NS,MARUTI.NS,NESTLEIND.NS,RELIANCE.NS,SBIN.NS,SHREECEM.NS,TCS.NS,ULTRACEMCO.NS
2019-01-25,10859.75,665.2000122070312,2622.300048828125,647.989990234375,2649.0,3221.0,224.25,1046.5,2755.0,1762.0,362.3500061035156,728.0,280.0,1268.800048828125,7054.0,1146.0,1143.327392578125,289.6000061035156,16225.0,1902.0,3800.0
2019-01-28,10792.4501953125,669.0,2629.949951171875,633.5,2610.0,3210.5,221.25,1045.0,2680.0,1758.9000244140625,353.20001220703125,731.0,278.8999938964844,1269.0,6512.5,1136.56005859375,1143.373046875,285.6499938964844,15710.0498046875,1933.0,3510.0
2019-01-29,10653.7001953125,658.5,2563.0,601.5,2468.0,3197.0,225.39999389648438,1039.125,2601.050048828125,1745.0,342.95001220703125,725.5,275.29998779296875,1260.0,6480.0,1138.0,1125.5435791015625,281.0,15030.0,1962.0,3375.0
2019-01-30,10702.25,687.0499877929688,2571.0,629.5,2580.0,3197.0,222.0,1028.625,2627.0,1760.0,351.0,727.9000244140625,280.1000061035156,1255.0,6559.0,1142.0,1110.914306640625,281.20001220703125,15460.0,1979.5999755859375,3420.0
2019-01-31,10690.5498046875,697.25,2501.14990234375,624.4199829101562,2608.0,3231.949951171875,226.5,1015.5,2612.10009765625,1735.9000244140625,372.70001220703125,726.0,276.5,1222.0,6575.0,1142.0,1099.0279541015625,290.0,15499.849609375,1987.0,3454.0
2019-02-01,10851.349609375,720.75,2560.0,612.3900146484375,2575.0,3201.0,224.35000610351562,1039.9749755859375,2629.449951171875,1763.25,364.5,751.3499755859375,280.6499938964844,1257.050048828125,6679.0,1149.8050537109375,1128.28662109375,296.8999938964844,15802.0,2009.5,3530.0
2019-02-04,10876.75,711.2999877929688,2610.0,611.0850219726562,2610.0,3251.35009765625,223.3000030517578,1047.5,2800.0,1799.9000244140625,351.0,757.0,281.8999938964844,1245.0,6975.0,1151.5,1140.1728515625,282.3999938964844,15610.0,2029.949951171875,3480.050048828125
2019-02-05,10908.650390625,722.0,2647.0,601.9949951171875,2600.0,3278.0,222.0,1054.0,2804.0,1805.0,354.6000061035156,747.0,277.3500061035156,1276.0,6995.0,1153.4949951171875,1181.31787109375,284.20001220703125,15860.0,2050.0,3447.5
2019-02-06,10965.099609375,731.2999877929688,2715.0,605.9000244140625,2619.0,3188.5,216.5,1058.125,2870.0,1828.4000244140625,353.6000061035156,755.5499877929688,275.0,1280.0,7120.0,1165.4000244140625,1185.2037353515625,285.8500061035156,15800.0,2049.89990234375,3484.89990234375
2019-02-07,11070.4501953125,726.25,2785.0,621.9949951171875,2725.0,3210.0,220.8000030517578,1062.5250244140625,2885.0,1834.0,359.1000061035156,763.0499877929688,277.8999938964844,1280.0,7201.0,1161.5,1198.00439453125,289.3999938964844,16136.5,2074.75,3509.699951171875
2019-02-08,11023.5,727.0,2852.0,625.4600219726562,2670.0,3138.5,223.89999389648438,1056.0,2915.0,1839.0999755859375,356.8999938964844,760.0,279.5,1284.0,7270.0,1170.7950439453125,1174.734619140625,285.6000061035156,16193.5,2075.0,3535.0
2019-02-11,10930.900390625,719.9000244140625,2850.0,618.4000244140625,2724.699951171875,3120.0,217.6999969482422,1056.6500244140625,2915.0,1811.050048828125,354.6000061035156,766.9000244140625,275.79998779296875,1296.0,7150.0,1130.0,1166.59716796875,285.95001220703125,16100.0,2060.0,3565.60009765625
2019-02-12,10879.7001953125,701.0,2845.60009765625,611.5,2668.0,3105.0,219.8000030517578,1069.0,2896.85009765625,1810.0,349.0,760.3499755859375,277.04998779296875,1300.0,7193.0,1083.5,1144.287353515625,280.6499938964844,15950.0,2070.0,3440.0
2019-02-14,10786.099609375,706.0,2820.0,611.9000244140625,2579.949951171875,2915.0,217.0,1070.0,2755.199951171875,1796.0,339.8500061035156,751.0,277.0,1302.0,7036.7001953125,1054.0999755859375,1134.6868896484375,268.0,15556.0,2060.050048828125,3454.0
2019-02-15,10780.25,700.0,2825.14990234375,605.0,2610.0,2945.0,219.89999389648438,1053.675048828125,2785.39990234375,1790.0,344.04998779296875,742.2999877929688,279.0,1287.800048828125,7027.39990234375,1045.0,1124.400634765625,268.8500061035156,15467.0498046875,2049.0,3489.89990234375
2019-02-18,10738.650390625,686.0,2830.0,606.9000244140625,2548.050048828125,2860.0,218.0,1053.4000244140625,2690.0,1775.0999755859375,342.20001220703125,742.3499755859375,278.79998779296875,1281.0,6964.7001953125,1054.9000244140625,1142.9158935546875,264.3999938964844,15588.0,2037.5999755859375,3452.0
2019-02-19,10636.7001953125,693.2999877929688,2801.0,588.6500244140625,2551.0,2910.199951171875,215.25,1044.8499755859375,2687.0,1750.0,339.1000061035156,739.0999755859375,274.0,1277.0,6855.0,1035.0050048828125,1113.6572265625,260.8999938964844,15369.9501953125,1970.0,3410.14990234375
2019-02-20,10655.4501953125,697.5999755859375,2788.0,600.7000122070312,2585.0,2884.0,214.8000030517578,1044.25,2646.050048828125,1742.699951171875,345.0,727.0,277.25,1281.300048828125,6842.0,1053.1500244140625,1119.006103515625,264.5,15379.9501953125,1915.0,3474.10009765625
2019-02-21,10744.099609375,700.5,2770.0,604.0,2610.0,2943.949951171875,215.0500030517578,1050.8499755859375,2632.0,1737.0,346.79998779296875,738.0,275.8999938964844,1291.9000244140625,6868.9501953125,1050.0,1130.115234375,270.29998779296875,15632.0,1914.75,3583.0
2019-02-22,10782.7001953125,697.4500122070312,2825.0,617.0,2652.550048828125,3008.0,214.85000610351562,1059.699951171875,2652.89990234375,1760.0,351.3999938964844,732.5,275.6000061035156,1251.0,6827.0,1063.989990234375,1137.978515625,267.8999938964844,16000.150390625,1917.199951171875,3631.0
2019-02-25,10813.25,702.9000244140625,2817.0,622.0,2639.0,3013.199951171875,216.0,1047.574951171875,2690.0,1772.0,353.04998779296875,735.5499877929688,274.5,1243.4000244140625,6948.0,1073.9000244140625,1130.115234375,271.29998779296875,16249.0,1932.5,3620.0
2019-02-26,10775.2998046875,694.0,2834.0,626.5,2637.300048828125,3056.0,213.3000030517578,1055.625,2706.550048828125,1763.4000244140625,350.0,748.5999755859375,274.95001220703125,1224.0,6885.0,1079.9000244140625,1105.8853759765625,266.79998779296875,16311.2001953125,1984.0,3690.0
2019-02-27,10881.2001953125,714.9500122070312,2870.0,647.5,2670.0,3080.0,221.5,1058.050048828125,2695.0,1779.0,351.0,745.0,276.0,1238.0,6943.0,1080.43994140625,1122.8463134765625,268.0,16699.0,2040.0,3810.0
2019-02-28,10865.7001953125,723.4500122070312,2930.0,647.7999877929688,2666.60009765625,3071.0,223.5,1046.550048828125,2700.10009765625,1749.0,348.45001220703125,738.7000122070312,277.29998779296875,1213.199951171875,7010.0,1075.0,1128.0579833984375,267.70001220703125,16798.099609375,2060.0,3915.0
2019-03-01,10842.650390625,713.5,2914.0,648.0,2663.300048828125,3083.0,228.8000030517578,1043.125,2649.89990234375,1735.0,352.04998779296875,735.5,276.45001220703125,1221.699951171875,6876.7998046875,1064.0,1131.029541015625,270.54998779296875,16612.0,1995.050048828125,3839.89990234375
2019-03-05,10864.849609375,705.7000122070312,2835.050048828125,644.0,2655.0,3065.199951171875,233.39999389648438,1044.449951171875,2669.949951171875,1739.800048828125,355.0,740.5,280.0,1223.9000244140625,6950.0,1028.14501953125,1118.5946044921875,271.70001220703125,16759.0,2005.0,3893.89990234375
2019-03-06,11024.849609375,733.9000244140625,2895.64990234375,661.0,2715.0,3086.949951171875,241.14999389648438,1055.0,2795.0,1726.0999755859375,365.25,736.0999755859375,285.0,1242.0999755859375,7137.85009765625,1059.300048828125,1133.5897216796875,277.29998779296875,17200.0,1989.300048828125,3963.0
2019-03-07,11077.9501953125,720.75,2927.0,658.010009765625,2774.949951171875,3045.0,243.0,1054.800048828125,2770.0,1706.3499755859375,371.5,734.0,286.70001220703125,1244.0,7078.0,1034.0,1155.716552734375,279.45001220703125,17540.0,2005.0,3978.800048828125
2019-03-08,11038.849609375,732.0,2910.0,657.0,2724.89990234375,3041.0,233.10000610351562,1057.5250244140625,2731.0,1706.0,369.79998779296875,722.9500122070312,290.29998779296875,1237.0,6975.0,1021.9949951171875,1157.5909423828125,281.8500061035156,17450.0,2025.0,3924.800048828125
2019-03-11,11068.75,733.2999877929688,2970.0,661.6500244140625,2769.0,3086.0,236.6999969482422,1066.0,2745.0,1708.75,371.79998779296875,713.2999877929688,293.0,1238.0,6980.0,1009.9349975585938,1161.248291015625,285.29998779296875,17680.0,2028.9000244140625,3975.5
2019-03-12,11231.349609375,738.7000122070312,3012.0,685.7999877929688,2808.800048828125,3165.89990234375,245.0,1073.5,2840.0,1718.9000244140625,378.0,709.0,294.0,1260.449951171875,7097.0,1029.8900146484375,1204.084716796875,289.20001220703125,18101.0,2014.050048828125,4063.89990234375
2019-03-13,11326.2001953125,743.5999755859375,3002.0,685.0,2760.0,3136.0,242.0,1087.5,2814.0,1749.0,387.8999938964844,710.0,295.0,1263.5,7177.0,1052.800048828125,1222.462890625,288.1000061035156,18092.44921875,2013.0,4099.0
2019-03-14,11382.5,740.0,3012.0,690.0,2832.0,3135.0,240.89999389648438,1122.425048828125,2813.0,1750.75,392.0,714.0,295.3999938964844,1263.0,7103.0,1075.800048828125,1234.12060546875,294.5,17851.19921875,2004.949951171875,4036.89990234375
2019-03-15,11376.849609375,742.9500122070312,3002.10009765625,692.0,2818.800048828125,3160.0,238.85000610351562,1115.5,2771.0,1745.0,388.8500061035156,712.0,295.95001220703125,1271.9000244140625,7109.0,1070.1300048828125,1229.7774658203125,292.6000061035156,17602.0,1998.9000244140625,3990.0
2019-03-18,11473.849609375,741.0,3026.89990234375,697.0,2872.0,3090.0,243.9499969482422,1130.949951171875,2745.0,1710.0,396.25,721.5499877929688,292.0,1340.0,7077.4501953125,1037.5,1216.976806640625,298.8999938964844,17620.0,2043.0,3949.0
2019-03-19,11500.2998046875,755.0,3008.0,700.0,2930.0,3128.0,244.5500030517578,1134.75,2659.0,1697.5999755859375,398.3999938964844,712.7999877929688,294.6000061035156,1350.0,6900.0,1045.6600341796875,1243.492431640625,300.1499938964844,17800.0,2030.0,3970.199951171875
2019-03-20,11553.349609375,760.75,2969.800048828125,699.0,2924.800048828125,3126.800048828125,244.60000610351562,1134.5,2614.050048828125,1705.0,397.6000061035156,727.25,300.0,1349.0999755859375,6860.0,1072.989990234375,1259.767578125,302.79998779296875,18051.05078125,2028.0,4004.699951171875
2019-03-22,11549.2001953125,764.7000122070312,2960.0,697.0,2868.0,3094.0,232.6999969482422,1150.0,2624.449951171875,1687.550048828125,394.45001220703125,745.0,300.0,1354.699951171875,6567.0,1059.300048828125,1254.921630859375,304.29998779296875,18099.80078125,2015.0,3945.85009765625
2019-03-25,11395.650390625,752.7000122070312,2934.800048828125,694.27001953125,2804.0,3074.75,233.0,1130.0,2594.0,1674.0,387.95001220703125,742.4000244140625,297.0,1325.949951171875,6515.0,1051.5050048828125,1216.611083984375,294.0,18138.0,2007.800048828125,3911.0
2019-03-26,11375.2001953125,747.4000244140625,2961.050048828125,696.7000122070312,2860.0,3100.0,237.25,1137.949951171875,2586.0,1679.9000244140625,384.95001220703125,735.25,295.0,1312.25,6558.0,1056.52001953125,1216.3367919921875,294.75,17884.849609375,1984.0,3869.0
2019-03-27,11531.4501953125,761.2999877929688,2965.0,700.0,2950.0,3117.0,236.39999389648438,1159.2750244140625,2593.800048828125,1684.0,395.3999938964844,730.0,294.0,1349.949951171875,6628.0,1069.094970703125,1259.90478515625,305.25,18239.44921875,1994.0,3951.699951171875
2019-03-28,11463.650390625,761.0999755859375,2989.0,699.4000244140625,2940.10009765625,3092.0,234.39999389648438,1149.4000244140625,2550.0,1685.0,392.75,730.0,294.1000061035156,1338.0,6535.0,1093.8900146484375,1234.5777587890625,310.1000061035156,17914.0,1980.0,3920.0
2019-04-01,11665.2001953125,780.9500122070312,2947.949951171875,709.0,3030.199951171875,3104.949951171875,238.10000610351562,1162.625,2573.0,1710.0,401.45001220703125,742.0,297.0,1336.0,6730.7998046875,1098.0,1252.6358642578125,321.79998779296875,18760.0,2010.0,4040.0
2019-04-02,11711.5498046875,769.1500244140625,2918.0,719.739990234375,3024.800048828125,3056.0,238.9499969482422,1160.0,2550.39990234375,1693.1500244140625,400.0,759.0,297.3999938964844,1344.0,6859.4501953125,1097.969970703125,1278.2371826171875,323.6499938964844,18796.0,2037.0999755859375,4062.0
2019-04-03,11735.2998046875,770.0,2860.0,729.9000244140625,3073.0,2990.0,236.5,1146.050048828125,2586.949951171875,1682.0,399.0,756.0,298.0,1342.0,6896.0,1094.699951171875,1273.4368896484375,331.0,18556.94921875,2085.0,4025.0
2019-04-04,11660.2001953125,763.0,2862.0,741.155029296875,3060.0,3001.949951171875,235.0,1146.375,2599.949951171875,1668.0,394.3999938964844,751.4000244140625,296.0,1337.4000244140625,7120.0,1105.9000244140625,1260.8648681640625,321.5,18800.0,2078.14990234375,4026.39990234375
2019-04-05,11638.400390625,763.9500122070312,2869.64990234375,735.0,3048.0,3048.0,235.0,1143.9000244140625,2652.0,1670.0,389.25,750.9000244140625,295.04998779296875,1330.0,7095.0,1093.5050048828125,1244.361083984375,323.70001220703125,18887.80078125,2028.6500244140625,4104.0
2019-04-08,11704.349609375,764.2999877929688,2876.0,743.8800048828125,3123.0,3000.0,235.0,1159.5,2628.0,1664.9000244140625,391.45001220703125,763.0499877929688,294.6499938964844,1341.0,7107.0,1099.9000244140625,1239.835205078125,318.25,19100.0,2059.0,4224.0
2019-04-09,11612.0498046875,755.0,2860.0,734.0,3016.550048828125,2973.10009765625,233.0,1148.300048828125,2590.0,1668.800048828125,387.3999938964844,770.0,292.5,1339.949951171875,7134.0,1088.9000244140625,1215.0567626953125,313.95001220703125,18886.94921875,2070.0,4154.0
2019-04-10,11646.849609375,761.25,2917.949951171875,737.3900146484375,3011.10009765625,2969.89990234375,238.89999389648438,1125.0,2619.0,1684.699951171875,395.54998779296875,764.0,296.04998779296875,1338.050048828125,7218.9501953125,1079.25,1223.3314208984375,314.8500061035156,19045.0,2083.0,4167.89990234375
2019-04-11,11592.5498046875,760.5,2940.89990234375,741.9500122070312,3008.0,2964.0,240.10000610351562,1122.449951171875,2600.0,1703.0,394.5,751.75,294.54998779296875,1349.699951171875,7186.9501953125,1079.5,1218.759765625,311.0,19000.0,2045.0,4140.0
2019-04-12,11612.849609375,753.4000244140625,2991.800048828125,757.2000122070312,3052.0,2952.0,242.0,1126.050048828125,2597.0,1716.4000244140625,390.6000061035156,743.0999755859375,296.6499938964844,1343.199951171875,7188.89990234375,1076.7900390625,1234.34912109375,314.6000061035156,18905.0,2038.0,4150.10009765625
2019-04-15,11667.0,764.0,3013.0,758.0,3028.60009765625,2998.0,244.0,1135.0,2653.0,1725.0,394.20001220703125,724.7000122070312,307.8999938964844,1348.0,7351.0498046875,1100.0,1229.7774658203125,315.5,19100.0,2070.0,4179.7998046875
2019-04-16,11736.2001953125,765.0999755859375,3045.0,754.7999877929688,3018.0,3000.0,252.0,1145.4749755859375,2723.75,1726.0,397.5,727.9000244140625,306.79998779296875,1382.4000244140625,7369.89990234375,1100.0,1229.7774658203125,316.6000061035156,19400.0,2120.0,4229.60009765625
2019-04-18,11856.150390625,778.4000244140625,3069.0,759.2999877929688,3038.699951171875,3029.85009765625,251.75,1156.5,2742.89990234375,1738.550048828125,411.0,722.5,308.25,1386.4000244140625,7533.10009765625,1118.6400146484375,1257.20751953125,315.79998779296875,19598.099609375,2149.89990234375,4279.7001953125
2019-04-22,11727.0498046875,768.9000244140625,3055.5,758.0,3010.0,2989.0,251.4499969482422,1162.5,2741.550048828125,1740.0,404.25,717.0499877929688,303.8500061035156,1360.0,7422.0,1096.5,1243.492431640625,308.79998779296875,19570.0,2148.0,4235.0
2019-04-23,11612.9501953125,757.4500122070312,3050.0,748.7999877929688,2992.0,3002.0,251.0,1138.7750244140625,2689.0,1742.0,396.1000061035156,723.9000244140625,302.1499938964844,1357.949951171875,7327.0,1094.0,1232.5205078125,310.04998779296875,19330.0,2163.0,4212.0
2019-04-24,11601.5,754.7000122070312,3035.0,749.0,3035.0,2988.0,256.0,1125.0,2650.0,1744.5999755859375,397.1000061035156,728.2000122070312,303.3999938964844,1355.0,7065.0,1090.75,1252.91015625,305.8500061035156,19250.0,2158.0,4156.2998046875
2019-04-25,11735.7001953125,754.0,3073.949951171875,766.3499755859375,3099.800048828125,2988.0,254.85000610351562,1143.449951171875,2618.0,1756.0,400.8999938964844,736.4500122070312,307.25,1368.9000244140625,7014.75,1089.0,1270.099609375,311.0,19400.0,2175.0,4450.5
2019-04-26,11683.75,762.0,3080.0,768.510009765625,3089.0,2990.0,253.5,1132.949951171875,2610.0,1738.0,400.0,731.0,304.6000061035156,1362.0,6805.0,1085.0999755859375,1257.20751953125,306.8999938964844,20000.0,2203.0,4630.0
2019-04-30,11748.75,759.9500122070312,3045.0,772.125,3092.0,2970.0,250.5,1142.5,2573.0,1750.0,407.75,738.0,304.54998779296875,1382.199951171875,6700.0,1090.0,1276.774169921875,312.0,19950.05078125,2238.550048828125,4607.0
2019-05-02,11725.5498046875,765.4000244140625,2989.0,752.2000122070312,3095.0,2927.0,251.60000610351562,1161.75,2510.0,1756.5,403.70001220703125,747.0,301.1000061035156,1394.0,6550.0,1090.5,1272.7510986328125,308.04998779296875,19750.0,2255.0,4615.0
2019-05-03,11722.599609375,754.1500244140625,3028.0,759.5,3130.10009765625,2782.949951171875,253.0500030517578,1182.0999755859375,2550.0,1720.0,397.1499938964844,722.9000244140625,304.25,1406.4000244140625,6675.0,1065.0,1287.334716796875,309.0,19776.0,2185.0,4620.5
2019-05-06,11605.7998046875,746.0,3054.0,758.0,3066.0,2699.0,250.10000610351562,1174.0,2540.0,1687.0,396.5,715.0,304.0,1400.0,6659.0,1040.0,1278.2371826171875,306.79998779296875,19800.0,2110.0,4500.0498046875
2019-05-07,11651.5,751.8499755859375,3026.0,768.4000244140625,3052.89990234375,2683.0,252.0,1175.949951171875,2567.89990234375,1678.800048828125,398.0,720.4000244140625,308.25,1410.0,6744.89990234375,1040.1500244140625,1275.311279296875,310.70001220703125,19820.0,2160.050048828125,4536.10009765625
2019-05-08,11478.7001953125,741.9000244140625,3032.0,755.0,3012.0,2656.60009765625,249.60000610351562,1161.2750244140625,2525.800048828125,1697.5,386.29998779296875,721.0,300.0,1404.0,6679.0,1048.7750244140625,1225.205810546875,303.95001220703125,19800.19921875,2151.0,4530.0
2019-05-09,11322.400390625,733.9000244140625,2950.0,730.5,2900.0,2637.0,249.10000610351562,1150.0,2499.0,1680.0999755859375,380.95001220703125,719.1500244140625,299.3999938964844,1394.199951171875,6637.0,1029.5,1178.3919677734375,297.6000061035156,19727.349609375,2145.0,4494.0
2019-05-10,11314.150390625,734.4000244140625,2980.5,749.5,2970.10009765625,2680.0,242.0,1145.675048828125,2535.0,1708.949951171875,383.5,720.7999877929688,300.0,1370.0,6623.0,1037.18994140625,1156.630859375,301.79998779296875,19250.0,2175.0,4508.7001953125
2019-05-13,11258.7001953125,734.0,2970.35009765625,741.6199951171875,2929.89990234375,2695.0,241.75,1148.0250244140625,2507.300048828125,1692.0,385.0,716.5499877929688,295.1000061035156,1396.0,6626.0,1026.199951171875,1140.995849609375,310.0,19030.0,2133.0,4425.0
2019-05-14,11151.650390625,729.4000244140625,2960.0,732.0150146484375,2927.949951171875,2675.89990234375,241.0,1148.3499755859375,2508.0,1700.0,378.1000061035156,716.5,291.0,1388.5,6511.0,1031.0,1130.5723876953125,307.8500061035156,18723.05078125,2135.0,4326.0
2019-05-15,11271.7001953125,735.7999877929688,2937.25,739.9000244140625,2921.0,2700.0,241.75,1148.0,2525.0,1700.0,382.3500061035156,714.9000244140625,297.54998779296875,1384.0,6590.0,1040.0999755859375,1163.945556640625,316.20001220703125,18995.0,2097.0,4447.7001953125
2019-05-16,11180.349609375,720.9500122070312,2928.0,748.375,3014.0,2699.800048828125,235.14999389648438,1140.2750244140625,2495.0,1674.699951171875,379.0,720.0,297.0,1396.9000244140625,6506.0,1033.27001953125,1152.0135498046875,312.5,19000.0,2096.0,4345.0
2019-05-17,11261.900390625,731.7999877929688,2950.0,767.5,3137.0,2719.85009765625,233.10000610351562,1156.5,2523.0,1690.0999755859375,381.20001220703125,733.1500244140625,295.1000061035156,1416.0,6497.0,1029.9949951171875,1158.4595947265625,315.6499938964844,19350.0,2112.60009765625,4500.0
2019-05-20,11651.900390625,760.2000122070312,3087.949951171875,805.5999755859375,3390.0,2839.0,241.89999389648438,1204.0,2690.0,1760.0,405.25,719.7000122070312,306.8500061035156,1491.0,6875.0,1068.0,1201.0675048828125,332.0,19832.0,2125.0,4560.25
2019-05-21,11863.650390625,789.7000122070312,3014.0,823.9000244140625,3418.050048828125,2800.0,239.6999969482422,1219.0,2725.0,1772.9000244140625,408.6000061035156,722.6500244140625,307.0,1503.0,7105.0,1084.9949951171875,1218.0740966796875,345.8999938964844,20344.75,2148.050048828125,4789.0
2019-05-22,11727.9501953125,774.7999877929688,2980.050048828125,819.4000244140625,3442.0,2861.0,237.64999389648438,1205.925048828125,2657.39990234375,1785.0,403.0,710.0,302.1499938964844,1493.0,6877.2001953125,1065.0050048828125,1230.371826171875,338.8999938964844,20352.0,2110.0,4662.7001953125
2019-05-23,11901.2998046875,788.0,3075.0,827.5,3495.0,2874.0,243.0,1204.5,2740.0,1785.949951171875,414.0,715.0,305.0,1519.0,6996.0,1084.800048828125,1254.4644775390625,353.0,20585.0,2098.0,4700.0
2019-05-24,11748.0,779.4500122070312,3065.0,801.2999877929688,3400.0,2845.0,244.75,1179.8499755859375,2753.0,1754.0,415.5,703.7999877929688,291.5,1510.0,6964.9501953125,1081.300048828125,1232.5205078125,344.95001220703125,20953.0,2070.0,4719.0
2019-05-27,11855.5,794.0,3085.10009765625,815.0,3480.0,2870.0,244.89999389648438,1189.449951171875,2840.0,1749.0,432.25,707.4000244140625,291.25,1506.6500244140625,7095.0,1075.0,1222.5543212890625,355.04998779296875,20899.94921875,2054.800048828125,4800.0
