Date,SENSEX,ASIAN PAINTS,AXIS BANK,BAJAJ FINANCE,BAJAJ FINSERV,BHARTI AIRTEL,DR REDDY,HCL TECH,HDFC BANK,HINDUSTAN UNILVR,ICICI BANK,DLF,EICHER MOTORS,VARUN BEVERAGES,SIEMENS,PNB,BPCL,GODREJ CONSUMER,CIPLA,AMBUJA CEMENT,GAIL
2019-01-23,36108.46875,1384.39404296875,660.3949584960940,2621.909423828130,648.5331420898440,301.3197937011720,2624.976318359380,456.17431640625,1042.9178466796900,1738.6463623046900,362.4756164550780,175.816162109375,1972.451416015630,115.52794647216800,1041.2357177734400,76.75887298583980,330.6692199707030,783.5592651367190,505.4989013671880,212.0,103.88469696044900
2019-01-24,36195.1015625,1388.5589599609400,662.9410400390630,2620.365966796880,640.4774169921880,298.8918151855470,2645.515625,457.2846984863280,1039.0372314453100,1731.8028564453100,359.8629455566410,176.064208984375,1974.9912109375,113.21605682373000,1022.9911499023400,77.0550537109375,328.0706481933590,784.4520874023440,496.62091064453100,210.6999969482420,103.99369812011700
2019-01-25,36025.5390625,1360.7430419921900,666.7352905273440,2585.36474609375,632.15673828125,304.2928466796880,2648.194580078130,468.8954162597660,1035.107421875,1726.1409912109400,352.0741271972660,155.8235321044920,1969.0419921875,114.3830795288090,1027.0179443359400,75.57417297363280,331.8293151855470,774.6309204101560,502.82061767578100,202.5,104.5543212890630
2019-01-28,35656.69921875,1367.6846923828100,654.9532470703130,2445.8076171875,605.0760498046880,302.1621398925780,2603.841552734380,471.1644592285160,1029.96630859375,1713.9803466796900,338.6162414550780,162.27276611328100,1959.5457763671900,114.54557037353500,985.557373046875,75.08055114746090,323.662353515625,752.4093627929690,487.9909362792970,199.1999969482420,103.51094818115200
2019-01-29,35592.5,1380.8736572265600,659.7958374023440,2501.271728515630,622.6168212890630,304.3424377441410,2640.951416015630,477.0301513671880,1017.3856201171900,1724.6640625,342.0176696777340,163.6618194580080,1855.41162109375,116.76144409179700,1007.3316040039100,76.36397552490230,320.1357116699220,751.2684936523440,500.3903503417970,200.89999389648400,101.09719848632800
2019-01-30,35591.25,1377.1549072265600,689.85009765625,2585.36474609375,624.0260620117190,300.6260986328130,2644.17626953125,491.0306396484380,1004.7554321289100,1703.5919189453100,360.1094055175780,163.0665283203130,1856.6005859375,119.87104034423800,1007.2818603515600,76.21588134765630,318.7436218261720,689.365478515625,501.7294616699220,204.1999969482420,100.24070739746100
2019-01-31,36256.69140625,1400.8553466796900,721.8513793945310,2559.474609375,608.9939575195310,304.3919372558590,2702.619140625,485.2856750488280,1028.7799072265600,1735.249267578130,359.12347412109400,163.36416625976600,1867.1873779296900,121.01590728759800,1021.9968872070300,76.5120620727539,321.43499755859400,703.3532104492190,512.0953979492190,210.1999969482420,103.30850219726600
2019-02-01,36469.4296875,1444.785400390630,715.3113403320310,2616.4326171875,609.7135620117190,308.5046691894530,2765.279296875,504.0173034667970,1033.9703369140600,1768.7283935546900,349.5107116699220,164.45558166503900,1926.119873046880,122.87723541259800,1023.0906372070300,72.95795440673830,315.7738037109380,706.081298828125,516.3607788085940,211.8000030517580,103.8691177368160
2019-02-04,36582.73828125,1436.306884765630,718.1071166992190,2583.074462890630,600.663330078125,303.846923828125,2720.926025390630,501.77239990234400,1041.5584716796900,1775.522705078130,349.6092834472660,161.97511291503900,1980.5523681640600,119.42047882080100,1020.5055541992200,72.21751403808590,316.0058288574220,693.8296508789060,504.60614013671900,212.3000030517580,102.84132385253900
2019-02-05,36616.80859375,1438.3397216796900,726.6940307617190,2591.139892578130,600.67333984375,305.0856628417970,2804.323974609380,504.6932373046880,1045.463623046880,1793.296142578130,347.3909912109380,158.60166931152300,2013.108642578130,117.98755645752000,991.8211669921880,72.61241912841800,314.9849548339840,679.4947509765630,504.75494384765600,209.0500030517580,103.19950103759800
2019-02-06,36975.23046875,1453.6112060546900,722.7999877929690,2696.193603515630,620.2680053710940,305.5316162109380,2770.19091796875,508.74853515625,1049.4677734375,1800.5335693359400,353.8487548828130,158.8000946044920,2074.153564453130,123.54199981689500,1010.1155395507800,74.24137878417970,314.5673522949220,699.6826171875,523.7012329101560,214.35000610351600,105.62881469726600
2019-02-07,36971.08984375,1459.759521484380,728.2416381835940,2686.28564453125,623.5663452148440,308.1578674316410,2803.877685546880,512.2486572265630,1046.5264892578100,1808.755615234380,353.7008972167970,158.8000946044920,2143.712158203130,122.06475067138700,1042.9259033203100,74.63628387451170,315.54180908203100,694.0776977539060,529.5537109375,215.14999389648400,105.65997314453100
2019-02-08,36546.48046875,1436.306884765630,717.1585083007810,2692.90771484375,618.0491943359380,310.7840270996090,2750.792724609380,514.590087890625,1049.5418701171900,1789.5543212890600,349.9050598144530,163.3145751953130,2047.5072021484400,119.7750244140630,1024.6317138671900,70.34173583984380,313.3144226074220,679.7923583984380,530.7440795898440,213.39999389648400,104.66332244873000
2019-02-11,36395.03125,1425.9442138671900,709.2705078125,2641.277099609380,609.5736694335940,310.2389831542970,2596.647705078130,519.4902954101560,1056.5615234375,1777.68896484375,344.3838806152340,162.4215850830080,2031.3641357421900,117.97278594970700,1019.1135864257800,70.0455551147461,310.15899658203100,692.1431884765630,539.1260986328130,208.0,102.48316192627000
2019-02-12,36153.62109375,1436.6043701171900,704.77734375,2612.49951171875,609.9734497070310,308.702880859375,2626.960693359380,511.4278869628910,1052.77978515625,1767.3497314453100,339.6021728515630,158.00634765625,2066.47998046875,114.15411376953100,1007.6796264648400,70.44046020507810,314.7529296875,686.7861938476560,537.8365478515630,207.39999389648400,101.57994842529300
2019-02-14,35876.21875,1387.765625,693.6942138671880,2596.118896484380,603.1670532226560,298.3467102050780,2648.591796875,512.369384765625,1042.9178466796900,1754.8935546875,338.2711486816410,160.98291015625,1967.5091552734400,114.00637817382800,981.8289184570310,71.32898712158200,292.4329833984380,676.0225830078130,538.4317016601560,204.75,95.8180923461914
2019-02-15,35808.94921875,1383.6007080078100,685.5067138671880,2546.678955078130,601.9376831054690,301.61712646484400,2537.0634765625,510.70379638671900,1038.6419677734400,1745.8839111328100,337.1866455078130,156.8157196044920,1985.140869140630,112.93537139892600,955.9285278320310,69.15703582763670,303.61614990234400,657.620361328125,536.051025390625,204.9499969482420,99.0104751586914
2019-02-18,35498.44140625,1368.2301025390600,691.5474853515630,2535.177734375,587.72021484375,299.7837219238280,2545.596923828130,505.58636474609400,1033.1300048828100,1725.4517822265600,333.78515625,154.83132934570300,1977.6734619140600,114.2205810546880,939.2250366210940,68.12041473388670,304.26580810546900,654.94189453125,536.9933471679690,197.85000610351600,98.77689361572270
2019-02-19,35352.609375,1367.4366455078100,692.1466064453130,2548.471435546880,595.1012573242190,301.51800537109400,2515.928955078130,501.7483215332030,1030.337158203130,1712.109375,338.51763916015600,162.27276611328100,1999.8248291015600,116.22225189209000,940.0204467773440,69.00894165039060,310.3446044921880,663.9693603515630,534.8607177734380,200.10000610351600,99.5399398803711
2019-02-20,35756.26171875,1382.7578125,699.8348999023440,2589.845703125,599.9937133789060,306.7703857421880,2504.12109375,509.73822021484400,1041.3360595703100,1707.038330078130,340.3415832519530,161.82627868652300,2011.094482421880,115.7643051147460,960.8998413085940,70.19364166259770,316.98028564453100,669.921630859375,536.69580078125,206.85000610351600,102.68560791015600
2019-02-21,35898.3515625,1386.079833984380,695.8410034179690,2641.82470703125,617.4095458984380,307.4145812988280,2565.44189453125,508.60369873046900,1045.587158203130,1726.7318115234400,345.4684143066410,164.40597534179700,2011.2369384765600,119.11026000976600,979.8900756835940,72.26687622070310,310.9014587402340,660.2492065429690,538.729248046875,210.0,103.32408142089800
2019-02-22,35871.48046875,1386.625244140630,701.9816284179690,2629.87548828125,617.9292602539060,310.1894226074220,2616.93896484375,513.262451171875,1033.9703369140600,1740.71435546875,346.7994079589840,167.9778594970700,2018.1392822265600,118.42334747314500,985.15966796875,72.26687622070310,320.04290771484400,662.2333374023440,537.39013671875,211.25,101.93811798095700
2019-02-25,36213.37890625,1387.0714111328100,702.93017578125,2648.546142578130,630.0778198242190,315.1940612792970,2647.5498046875,522.990478515625,1049.640869140630,1743.2744140625,350.4966125488280,166.8368377685550,2029.2222900390600,117.02735137939500,981.5306396484380,72.51368713378910,312.1079406738280,656.3803100585940,544.6314086914060,210.35000610351600,102.7323226928710
2019-02-26,35973.7109375,1389.550537109380,709.0208740234380,2641.52587890625,642.4163818359380,312.5183410644530,2627.853759765630,511.16241455078100,1043.1650390625,1739.926513671880,343.2007751464840,164.8028564453130,2014.9755859375,117.96539306640600,979.3929443359380,70.88472747802730,312.3399353027340,650.0808715820310,545.9208984375,212.0500030517580,103.8224105834960
2019-02-27,35905.4296875,1390.7901611328100,716.7590942382810,2630.223876953130,641.326904296875,317.0770263671880,2624.480224609380,511.8865661621090,1033.94580078125,1709.1553955078100,340.9331359863280,163.21534729003900,2000.8614501953100,117.1455307006840,973.6262817382810,70.73663330078130,306.2611389160160,653.1065673828130,546.51611328125,214.4499969482420,104.4141616821290
2019-02-28,35867.44140625,1393.31884765625,708.2720336914060,2636.198486328130,646.3342895507810,315.094970703125,2615.20263671875,508.4588317871090,1029.274169921880,1704.82275390625,343.89093017578100,163.3145751953130,1955.202880859380,118.80004119873000,988.34130859375,71.37834930419920,313.3144226074220,667.1439208984380,550.3847045898440,212.3000030517580,106.48531341552700
2019-03-01,36063.80859375,1380.526611328130,702.0315551757810,2652.130859375,643.9955444335940,304.2928466796880,2620.01513671875,508.2657775878910,1029.7933349609400,1708.3675537109400,348.5247802734380,165.89425659179700,1959.0052490234400,119.73070526123000,1000.8192138671900,75.62353515625,320.73895263671900,674.088134765625,547.2105102539060,217.3000030517580,107.09264373779300
2019-03-05,36442.5390625,1389.5009765625,730.9874877929690,2682.800537109380,656.5639038085940,305.2838439941410,2630.43359375,508.4588317871090,1041.8055419921900,1697.7822265625,357.2502136230470,173.8813934326170,2113.20947265625,121.22271728515600,1021.8974609375,81.49768829345700,336.6088562011720,688.720703125,544.1354370117190,221.85000610351600,107.90241241455100
2019-03-06,36636.1015625,1382.1131591796900,718.4066162109380,2752.50439453125,660.177001953125,306.57220458984400,2672.455078125,503.82415771484400,1039.6058349609400,1674.346923828130,366.3700256347660,175.76654052734400,2112.467529296880,121.37043762207000,1013.8937377929700,81.20150756835940,346.2607116699220,698.5914306640630,543.1930541992190,220.5,107.55982208252000
2019-03-07,36725.421875,1385.583984375,731.0873413085940,2724.224609375,660.8916015625,305.9775695800780,2665.261474609380,499.4792175292970,1049.294677734380,1677.251708984380,365.1869201660160,174.3774871826170,2112.634765625,120.00399017334000,1015.9319458007800,84.11389923095700,343.662109375,700.4762573242190,536.4973754882810,221.14999389648400,107.20165252685500
2019-03-08,36671.4296875,1372.0478515625,731.237060546875,2754.94384765625,662.1809692382810,305.9775695800780,2595.655517578130,486.85467529296900,1051.74169921875,1674.937744140630,364.9404602050780,174.22866821289100,2148.340087890630,118.50459289550800,1017.8707275390600,82.78111267089840,341.3419494628910,702.0139770507810,535.1582641601560,225.6999969482420,108.63432312011700
2019-03-11,37054.1015625,1406.0616455078100,733.034423828125,2778.294921875,676.878173828125,330.70355224609400,2605.92529296875,485.04425048828100,1052.952880859380,1687.9847412109400,370.6094970703130,175.22085571289100,2249.295654296880,119.73809051513700,1049.935546875,84.70626068115230,359.2071533203130,716.6465454101560,535.5054321289060,232.8000030517580,109.4752426147460
2019-03-12,37535.66015625,1415.33349609375,741.1220703125,2742.0986328125,683.2798461914060,347.6499938964840,2645.962158203130,488.8099060058590,1072.998046875,1707.530517578130,382.7364196777340,185.68844604492200,2209.03125,120.47671508789100,1045.859130859380,84.26199340820310,361.89862060546900,717.1920776367190,534.761474609375,233.35000610351600,110.14486694335900
2019-03-13,37752.171875,1416.5234375,737.3278198242190,2814.241943359380,689.4465942382810,334.3207702636720,2633.7080078125,496.3894348144530,1100.4334716796900,1719.3961181640600,386.33502197265600,190.8478546142580,2239.10693359375,120.15172576904300,1045.1629638671900,83.76836395263670,361.66656494140600,718.0353393554690,528.8097534179690,229.75,109.58425903320300
2019-03-14,37754.890625,1422.0767822265600,739.3248291015630,2796.865966796880,690.60595703125,339.7713928222660,2633.06298828125,485.9374084472660,1099.0245361328100,1710.7308349609400,382.44061279296900,199.77757263183600,2224.471923828130,120.50625610351600,1030.8955078125,83.37346649169920,362.2698059082030,709.5534057617190,529.2561645507810,224.64999389648400,110.37845611572300
2019-03-15,38024.3203125,1420.291748046880,734.58203125,2847.600341796880,692.60986328125,333.97393798828100,2639.16552734375,496.3411865234380,1112.989501953130,1672.623779296880,390.130859375,196.0072479248050,2223.636474609380,121.3335189819340,1028.2607421875,84.9037094116211,367.9773864746090,698.8890380859380,527.4706420898440,225.35000610351600,111.71770477294900
2019-03-18,38095.0703125,1433.7286376953100,750.8073120117190,2913.669677734380,699.5313110351560,327.6809387207030,2648.740478515630,488.83404541015600,1117.9080810546900,1671.442138671880,392.2012634277340,196.35450744628900,2188.294921875,120.61705017089800,1028.9068603515600,85.44670104980470,376.84039306640600,709.2062377929690,530.2481079101560,226.64999389648400,112.07586669921900
2019-03-19,38363.46875,1441.760986328130,759.8435668945310,2909.2880859375,697.1275024414060,333.6270446777340,2683.568359375,499.4792175292970,1120.9976806640600,1673.5592041015600,392.5463562011720,192.73301696777300,2137.0703125,120.8829574584960,1042.7769775390600,89.34634399414060,378.3253173828130,704.642822265625,528.7105712890630,229.8000030517580,112.91679382324200
2019-03-20,38386.75,1442.80224609375,754.40185546875,2860.09716796875,694.09912109375,330.75311279296900,2725.93701171875,501.7241516113280,1136.569091796880,1663.3184814453100,387.4688720703130,197.7435760498050,2095.87744140625,121.10454559326200,1052.968017578130,92.35746765136720,361.0633239746090,698.0953979492190,528.8097534179690,227.89999389648400,110.30059051513700
2019-03-22,38164.609375,1458.420654296880,756.1990966796880,2824.84716796875,695.3834228515630,328.17645263671900,2727.573974609380,495.7377014160160,1124.5322265625,1652.831787109380,386.08856201171900,194.71739196777300,2107.06884765625,119.57559204101600,1042.8763427734400,90.53104400634770,352.33953857421900,692.5399780273440,522.6100463867190,229.4499969482420,108.77448272705100
2019-03-25,37808.91015625,1444.4383544921900,742.7196044921880,2840.779296875,690.5709838867190,324.2619323730470,2757.688720703130,490.5961608886720,1128.066650390630,1647.3668212890600,378.1025390625,187.92088317871100,2081.208251953130,118.78527069091800,1041.5341796875,89.19825744628910,356.3302001953130,683.81005859375,522.6100463867190,229.35000610351600,109.41295623779300
2019-03-26,38233.41015625,1472.0557861328100,756.0493774414060,2918.001220703130,698.007080078125,325.2529602050780,2754.910400390630,499.093017578125,1142.0067138671900,1657.9027099609400,388.5040588378910,195.06466674804700,2098.5205078125,120.17388153076200,1050.5321044921900,91.12339782714840,355.7733459472660,685.9926147460940,524.941162109375,231.39999389648400,111.68655395507800
2019-03-27,38132.87890625,1460.6024169921900,758.994873046875,2930.19921875,697.7421875,320.39691162109400,2743.697998046880,503.1482849121090,1137.0634765625,1654.308837890630,387.76458740234400,189.01229858398400,2060.658447265630,119.61251831054700,1055.7022705078100,92.1600112915039,351.41143798828100,682.61962890625,520.9237670898440,232.39999389648400,110.73662567138700
2019-03-28,38545.71875,1482.0220947265600,779.014404296875,2977.00048828125,694.9386596679690,327.4827575683590,2695.72314453125,522.4834594726560,1137.2364501953100,1658.4937744140600,394.3703308105470,192.4353485107420,2051.69287109375,119.69377136230500,1081.35400390625,94.13451385498050,357.6294860839840,688.175048828125,521.6181030273440,231.75,111.59312438964800
2019-04-01,38871.87109375,1478.0057373046900,763.9373168945310,2988.85009765625,713.6987915039060,337.1947326660160,2769.5458984375,535.566650390625,1141.9326171875,1664.1063232421900,393.1379089355470,193.8740234375,1984.2122802734400,132.819091796875,1125.4991455078100,96.30647277832030,363.66192626953100,672.2528686523440,521.7173461914060,234.5,110.53418731689500
2019-04-02,39056.6484375,1503.094482421880,766.2837524414060,3036.79638671875,727.4515380859380,354.3393859863280,2774.70556640625,531.43896484375,1135.234375,1660.6600341796900,391.8562316894530,197.89239501953100,2022.1627197265600,134.09690856933600,1123.6597900390600,97.14563751220700,353.1747741699220,653.6026000976560,521.5189208984380,229.8000030517580,112.66763305664100
2019-04-03,38877.12109375,1484.4515380859400,760.2429809570310,3029.228759765630,738.9354858398440,346.758056640625,2748.80810546875,539.3082275390630,1134.6165771484400,1646.234375,386.8772888183590,200.32325744628900,1981.8787841796900,135.89915466308600,1154.5810546875,93.24598693847660,338.14013671875,660.4476318359380,516.0136108398440,227.0,109.98915100097700
2019-04-04,38684.71875,1506.0198974609400,760.9918212890630,3028.830322265630,731.94921875,353.3979187011720,2750.84228515625,529.918212890625,1129.20361328125,1642.443359375,383.0321960449220,199.33106994628900,2014.494140625,132.30943298339800,1136.2867431640600,92.40682220458980,329.230712890625,669.8720092773440,517.8982543945310,222.75,108.18272399902300
2019-04-05,38862.23046875,1502.10302734375,760.7921142578130,3095.3974609375,741.2342529296880,353.3979187011720,2734.37109375,527.7698364257810,1137.8297119140600,1634.2705078125,385.0040283203130,199.9263916015630,2059.58251953125,129.4288330078130,1139.02099609375,91.96256256103520,332.3861389160160,666.1022338867190,529.7025146484380,224.14999389648400,108.66547393798800
2019-04-08,38700.53125,1483.90625,753.1537475585940,3015.98486328125,735.5372924804690,351.1185607910160,2744.839111328130,530.473388671875,1131.4774169921900,1639.53857421875,381.701171875,183.20797729492200,2026.29443359375,128.76405334472700,1137.330810546880,91.91320037841800,325.9361267089840,658.2651977539060,521.3701171875,225.5,106.42301940918000
2019-04-09,38939.21875,1431.4478759765600,762.3897094726560,3001.446533203130,737.89599609375,348.44281005859400,2731.98974609375,540.0082397460940,1132.021240234380,1652.9793701171900,391.31396484375,186.08534240722700,2062.112548828130,129.88677978515600,1147.0247802734400,93.09790802001950,330.4836120605470,659.4556274414060,527.3218383789060,227.14999389648400,107.04592895507800
2019-04-10,38585.3515625,1400.656982421880,760.5924072265630,2989.29833984375,742.6585083007810,336.99652099609400,2742.209716796880,530.1113891601560,1108.6392822265600,1665.8294677734400,388.15899658203100,179.1896209716800,2060.506103515630,127.21295166015600,1158.955810546880,92.1600112915039,331.4580993652340,659.3067626953130,541.7547607421880,223.85000610351600,105.11492919921900
2019-04-11,38607.01171875,1410.77197265625,750.9071655273440,3035.900390625,756.116455078125,344.379638671875,2788.3984375,525.7422485351560,1115.6094970703100,1681.3382568359400,384.60968017578100,176.21304321289100,2061.203857421880,125.44025421142600,1164.3248291015600,91.56766510009770,335.1239318847660,660.1996459960940,539.96923828125,226.64999389648400,106.68775939941400
2019-04-12,38767.109375,1425.59716796875,762.9888305664060,2994.376708984380,751.5188598632810,338.4830627441410,2784.57861328125,522.8455810546880,1119.737060546880,1694.483642578130,388.8984680175780,180.3802490234380,2100.230224609380,126.02376556396500,1176.802734375,92.06128692626950,334.659912109375,664.663818359375,549.8887329101560,228.64999389648400,110.752197265625
2019-04-15,38905.83984375,1420.3414306640600,762.0402221679690,3009.76123046875,750.5393676757810,344.3301086425780,2770.0419921875,532.8631591796880,1129.9945068359400,1695.369873046880,387.22235107421900,183.20797729492200,2094.836181640630,125.21866607666000,1180.1334228515600,92.60427856445310,332.9893798828130,669.078369140625,561.544189453125,228.10000610351600,110.06700897216800
2019-04-16,39275.640625,1443.6947021484400,769.4789428710940,3018.57373046875,758.13037109375,345.5193176269530,2803.877685546880,534.287353515625,1139.3126220703100,1711.7647705078100,401.0746154785160,181.8189239501950,2090.3359375,124.6720962524410,1181.2769775390600,91.56766510009770,331.5044860839840,664.71337890625,554.7988891601560,231.5500030517580,109.66212463378900
2019-04-18,39140.28125,1453.1153564453100,770.028076171875,3001.04833984375,756.1864013671880,343.6363525390630,2779.170654296880,531.2216796875,1132.0953369140600,1710.8292236328100,399.20135498046900,181.71969604492200,2066.195068359380,122.87723541259800,1176.653564453130,88.9514389038086,336.098388671875,663.0765380859380,557.4771728515630,234.0,109.61540222168000
2019-04-22,38645.1796875,1431.199951171880,754.2520751953130,2978.792724609380,747.8607788085940,346.70855712890600,2775.499267578130,531.2216796875,1121.26953125,1713.093994140630,389.04632568359400,171.59934997558600,2006.142578125,122.95109558105500,1152.890869140630,85.49605560302730,315.9594421386720,661.538818359375,555.64208984375,226.4499969482420,107.27951049804700
2019-04-23,38564.87890625,1419.3497314453100,751.95556640625,3022.656494140630,749.7047729492190,313.3607177734380,2794.55029296875,532.5010375976560,1110.0975341796900,1714.1280517578100,390.7716979980470,170.50794982910200,1998.7784423828100,122.53007507324200,1160.9940185546900,86.08840942382810,312.1543273925780,666.7966918945310,557.5267944335940,226.8000030517580,105.69110870361300
2019-04-24,39054.6796875,1437.0506591796900,751.456298828125,3078.91748046875,764.3320922851560,321.5861511230470,2833.198486328130,550.6051025390630,1126.830810546880,1725.8948974609400,395.405517578125,174.823974609375,2018.7581787109400,123.89653015136700,1169.4451904296900,87.27311706542970,323.4303283691410,669.078369140625,555.2948608398440,224.39999389648400,107.62210845947300
2019-04-25,38730.859375,1436.158203125,739.7241821289060,3067.515869140630,765.5714111328130,325.00518798828100,2901.46435546875,546.0911865234380,1119.5888671875,1705.610595703130,389.7857666015630,172.54193115234400,1998.0267333984400,123.54937744140600,1180.630615234380,85.89096069335940,332.5717468261720,645.4678955078130,550.781494140625,220.10000610351600,107.24837493896500
2019-04-26,39067.328125,1435.9598388671900,759.0447998046880,3078.31982421875,771.3933715820310,321.685302734375,2876.410400390630,549.3016967773440,1124.7298583984400,1717.03271484375,401.66619873046900,172.8892059326170,1996.9066162109400,123.10620880127000,1173.273193359380,86.97693634033200,344.265380859375,648.4935913085940,563.8753051757810,225.89999389648400,109.95800018310500
2019-04-30,39031.55078125,1450.784912109380,765.734619140625,3081.157958984380,752.80322265625,317.3247985839840,2910.047607421880,571.2920532226560,1144.626708984380,1727.076416015630,402.0112609863280,171.50013732910200,1995.8309326171900,129.3623504638670,1164.4241943359400,83.71900939941410,351.68988037109400,645.914306640625,559.7091064453130,220.6999969482420,110.76776885986300
